"presenca" "lat" "lon" "class" "especie" "area" "Incidencia" "Total_erradicadas" "total_plantas"
"1" "Present" -19.10686 -48.53906 "Large" "Sweet orange" 221.3 8.03 8968 111698
"2" "Absent" -19.02092 -49.0143 "Mini" "Sweet orange" 3.5 0 0 1500
"3" "Absent" -19.01961 -49.0046 "Small" "Mandarins" 14 0 0 5000
"4" "Absent" -19.01283 -48.9612 "Small" "Sweet orange" 29.1 0 0 10400
"5" "Absent" -19.01011 -48.9459 "Mini" "Sweet orange" 9 0 0 3000
"6" "Absent" -18.97961 -49.0236 "Mini" "Sweet orange" 4 0 0 1850
"7" "Absent" -18.97111 -48.83694 "Small" "Sweet orange" 40 0 0 20000
"8" "Absent" -18.9603 -48.71972 "Large" "Sweet orange" 498.48 0 0 294365
"9" "Absent" -18.93647 -48.7904 "Medium" "Sweet orange" 54.5 0 0 19000
"10" "Absent" -18.92411 -49.0713 "Mini" "Acid lime" 7.8 0 0 2730
"11" "Absent" -18.9225 -48.9622 "Large" "Sweet orange" 867.46 0 0 578321
"12" "Absent" -18.88781 -48.9645 "Mini" "Sweet orange" 1.5 0 0 600
"13" "Absent" -18.88703 -49.0053 "Small" "Sweet orange" 50 0 0 23500
"14" "Absent" -18.88617 -48.9654 "Small" "Sweet orange" 14.11 0 0 7235
"15" "Absent" -18.88147 -49.0713 "Medium" "Sweet orange" 73.4 0 0 34900
"16" "Absent" -18.8794 -49.0056 "Small" "Sweet orange" 27.3 0 0 13000
"17" "Absent" -18.8794 -49.0056 "Small" "Sweet orange" 10.5 0 0 5000
"18" "Absent" -18.87733 -48.9998 "Small" "Sweet orange" 15.9 0 0 5200
"19" "Absent" -18.8764 -48.9194 "Mini" "Sweet orange" 8.4 0 0 3000
"20" "Absent" -18.87581 -48.9024 "Mini" "Sweet orange" 5 0 0 3900
"21" "Absent" -18.87539 -49.1148 "Mini" "Sweet orange" 0.65 0 0 300
"22" "Absent" -18.86753 -48.9998 "Small" "Sweet orange" 30.2 0 0 12200
"23" "Absent" -18.8675 -48.9997 "Small" "Sweet orange" 12.6 0 0 6000
"24" "Absent" -18.84769 -49.0906 "Mini" "Sweet orange" 2.1 0 0 570
"25" "Absent" -18.81992 -49.0059 "Small" "Sweet orange" 12 0 0 6040
"26" "Absent" -18.81992 -49.0856 "Mini" "Sweet orange" 1.1 0 0 500
"27" "Absent" -18.80389 -49.0721 "Mini" "Sweet orange" 2 0 0 1100
"28" "Absent" -18.77336 -48.9551 "Mini" "Sweet orange" 3.96 0 0 2200
"29" "Absent" -18.76211 -48.9573 "Medium" "Sweet orange" 60.82 0 0 33100
"30" "Absent" -18.74086 -49.0523 "Mini" "Mandarins" 2.62 0 0 1000
"31" "Absent" -19.73028 -49.69888 "Small" "Mandarins" 20 0 0 7000
"32" "Absent" -19.67167 -49.80333 "Medium" "Sweet orange" 75 0 0 52930
"33" "Present" -19.9983 -46.5592 "Medium" "Sweet orange" 150 0.05 60 132329
"34" "Present" -19.9889 -46.55917 "Medium" "Sweet orange" 150 0.03 40 132384
"35" "Present" -19.9758 -46.515 "Medium" "Sweet orange" 111.07 0.03 29 95940
"36" "Present" -19.9803 -46.515 "Medium" "Sweet orange" 111.07 0.05 51 95893
"37" "Present" -19.95469 -46.355 "Mini" "Mandarins" 7.2 0.41 12 2928
"38" "Absent" -20.0453 -46.355 "Mini" "Mandarins" 7.2 0 0 2928
"39" "Absent" -19.9172 -46.33167 "Medium" "Sweet orange" 113.96 0 0 47736
"40" "Absent" -20.88387 -47.00488 "Large" "Sweet orange" 498 0 0 266979
"41" "Absent" -19.58933 -48.19417 "Large" "Sweet orange" 500 0 0 282228
"42" "Present" -20.87594 -47.2201 "Large" "Sweet orange" 681.1 4.97 20972 422379
"43" "Present" -20.90561 -47.1911 "Medium" "Sweet orange" 149.7 7.19 5641 78461
"44" "Present" -20.9475 -46.9356 "Large" "Sweet orange" 457 6.67 16069 240784
"45" "Present" -20.91744 -46.9333 "Medium" "Sweet orange" 80.4 1.79 674 37755
"46" "Present" -20.91483 -46.9324 "Medium" "Sweet orange" 80.4 7.49 2994 39974
"47" "Absent" -18.78528 -48.3075 "Mini" "Sweet orange" 1.8 0 0 163
"48" "Absent" -19.89361 -48.536 "Mini" "Mandarins" 0.9 0 0 224
"49" "Present" -19.31472 -48.3694 "Large" "Sweet orange" 2611.25 0.01 202 1359386
"50" "Absent" -19.20314 -48.3411 "Mini" "Acid lime" 0.6 0 0 119
"51" "Absent" -19.1819 -48.73278 "Mini" "Acid lime" 2 0 0 710
"52" "Absent" -19.11406 -48.3904 "Small" "Sweet orange" 45 0 0 8000
"53" "Absent" -19.09034 -48.6329 "Large" "Sweet orange" 609.1 0 9 351670
"54" "Absent" -19.08278 -48.5835 "Mini" "Acid lime" 0.78 0 0 162
"55" "Absent" -19.01103 -48.3616 "Mini" "Acid lime" 2 0 0 250
"56" "Absent" -18.90539 -48.3416 "Mini" "Acid lime" 0.3 0 0 60
"57" "Absent" -18.89669 -48.1841 "Mini" "Sweet orange" 3 0 0 5000
"58" "Absent" -18.87808 -48.1949 "Mini" "Acid lime" 0.7 0 0 92
"59" "Absent" -18.83328 -48.1314 "Mini" "Acid lime" 1 0 0 200
"60" "Absent" -18.83286 -48.1102 "Mini" "Mandarins" 0.53 0 0 130
"61" "Absent" -18.80808 -48.3803 "Mini" "Acid lime" 0.8 0 0 136
"62" "Absent" -18.78 -48.42 "Mini" "Acid lime" 1.94 0 0 447
"63" "Absent" -18.754 -48.31241 "Mini" "Mandarins" 5.3 0 0 510
"64" "Absent" -18.75226 -48.29933 "Mini" "Acid lime" 1 0 0 180
"65" "Absent" -18.75158 -48.3125 "Mini" "Acid lime" 5.62 0 0 2100
"66" "Absent" -18.74872 -48.3084 "Mini" "Acid lime" 2.75 0 0 250
"67" "Absent" -18.70572 -48.3936 "Mini" "Sweet orange" 4 0 0 428
"68" "Present" -20.89514 -47.2048 "Small" "Mandarins" 50 2.56 813 31711
"69" "Present" -20.51514 -47.1652 "Medium" "Sweet orange" 152.19 4.5 3581 79514
"70" "Present" -20.46278 -47.1628 "Medium" "Sweet orange" 65 1.63 760 46615
"71" "Present" -20.47203 -47.1542 "Medium" "Sweet orange" 62.59 4.96 1797 36209
"72" "Absent" -20.47203 -47.1542 "Medium" "Mandarins" 85 0 0 34636
"73" "Present" -20.41914 -47.1342 "Small" "Mandarins" 16.26 4.16 431 10352
"74" "Present" -20.47583 -47.1328 "Medium" "Sweet orange" 72.25 7.92 5147 64947
"75" "Present" -20.48694 -47.0433 "Small" "Mandarins" 12 9.71 784 8074
"76" "Absent" -20.33611 -46.9035 "Mini" "Sweet orange" 4.7 0 0 2100
"77" "Absent" -20.32333 -46.8457 "Small" "Sweet orange" 13.6 0 0 6000
"78" "Absent" -20.37231 -46.77555 "Small" "Sweet orange" 45 0 0 20000
"79" "Absent" -21.81203 -45.4851 "Mini" "Mandarins" 4 0 0 2000
"80" "Absent" -20.38189 -44.0877 "Small" "Mandarins" 22 0 0 11000
"81" "Absent" -19.9981 -45.8575 "Medium" "Sweet orange" 74.3 0 0 32500
"82" "Absent" -19.79681 -45.35556 "Mini" "Mandarins" 9 0 0 9000
"83" "Absent" -20.19 -45.0967 "Small" "Mandarins" 12 0 0 6000
"84" "Absent" -19.81803 -45.085 "Small" "Mandarins" 15 0 0 7500
"85" "Absent" -20.2936 -45.075 "Small" "Mandarins" 40 0 0 23111
"86" "Absent" -20.2992 -45.0514 "Small" "Mandarins" 18.86 0 0 20477
"87" "Absent" -19.72697 -45.02583 "Mini" "Mandarins" 8 0 0 4000
"88" "Absent" -19.75686 -44.86833 "Mini" "Mandarins" 3 0 0 1500
"89" "Absent" -19.77981 -44.17889 "Mini" "Mandarins" 5.21 0 0 2600
"90" "Absent" -19.77292 -44.16111 "Mini" "Mandarins" 6.25 0 0 4500
"91" "Absent" -19.77725 -44.15722 "Mini" "Mandarins" 6.7 0 0 3350
"92" "Absent" -19.80447 -44.15639 "Small" "Mandarins" 13 0 0 6500
"93" "Absent" -20.1978 -44.1556 "Mini" "Mandarins" 6 0 0 3000
"94" "Absent" -20.1986 -44.1539 "Mini" "Mandarins" 3 0 0 1500
"95" "Absent" -19.80122 -44.15389 "Mini" "Mandarins" 3 0 0 1500
"96" "Absent" -20.1836 -44.1508 "Mini" "Mandarins" 3 0 0 3000
"97" "Absent" -19.80228 -44.14611 "Small" "Mandarins" 47.5 0 0 22000
"98" "Absent" -19.81331 -44.13861 "Small" "Mandarins" 22 0 0 11000
"99" "Absent" -19.78925 -44.12889 "Medium" "Mandarins" 73 0 0 30000
"100" "Absent" -19.76247 -44.12778 "Mini" "Mandarins" 3.4 0 0 2000
"101" "Absent" -19.76286 -44.12667 "Small" "Mandarins" 20 0 0 10000
"102" "Absent" -19.80894 -44.12583 "Mini" "Mandarins" 3.79 0 0 1895
"103" "Absent" -19.84575 -44.12278 "Small" "Mandarins" 25.89 0 0 13000
"104" "Absent" -19.79406 -44.12167 "Mini" "Mandarins" 1 0 0 500
"105" "Absent" -19.74064 -44.11833 "Mini" "Mandarins" 9.8 0 0 5000
"106" "Absent" -19.7365 -44.11806 "Mini" "Mandarins" 4 0 0 2000
"107" "Absent" -19.81014 -44.11611 "Mini" "Mandarins" 4.87 0 0 2435
"108" "Absent" -19.79331 -44.11583 "Mini" "Mandarins" 2.75 0 0 1375
"109" "Absent" -19.74147 -44.11528 "Small" "Mandarins" 15 0 0 7500
"110" "Absent" -19.76317 -44.11472 "Mini" "Mandarins" 5.5 0 0 3200
"111" "Absent" -19.72706 -44.11417 "Small" "Mandarins" 17 0 0 8500
"112" "Absent" -20.2733 -44.1139 "Small" "Mandarins" 18 0 0 9000
"113" "Absent" -19.72664 -44.11389 "Small" "Mandarins" 18 0 0 9000
"114" "Absent" -19.73575 -44.11361 "Mini" "Mandarins" 9 0 0 4500
"115" "Absent" -20.1875 -44.1131 "Mini" "Mandarins" 6.32 0 0 3150
"116" "Absent" -19.81244 -44.11306 "Mini" "Mandarins" 7.5 0 0 3750
"117" "Absent" -19.75328 -44.11278 "Small" "Mandarins" 14.01 0 0 7000
"118" "Absent" -20.29953 -44.1119 "Medium" "Mandarins" 92 0 0 46000
"119" "Absent" -19.81 -44.11167 "Mini" "Mandarins" 3.5 0 0 1750
"120" "Absent" -19.73222 -44.11139 "Mini" "Mandarins" 1 0 0 500
"121" "Absent" -19.76447 -44.11056 "Mini" "Mandarins" 7.29 0 0 3650
"122" "Absent" -19.76478 -44.10833 "Mini" "Mandarins" 8 0 0 4000
"123" "Absent" -19.70653 -44.10667 "Medium" "Mandarins" 71.36 0 0 40532
"124" "Absent" -20.2764 -44.1061 "Mini" "Mandarins" 5.07 0 0 2500
"125" "Absent" -19.72367 -44.09972 "Mini" "Mandarins" 4.43 0 0 2250
"126" "Absent" -19.73267 -44.09806 "Medium" "Mandarins" 74 0 0 37000
"127" "Absent" -19.74042 -44.09778 "Small" "Mandarins" 14 0 0 8000
"128" "Absent" -19.71456 -44.09667 "Small" "Mandarins" 18 0 0 9000
"129" "Absent" -19.77814 -44.09639 "Small" "Mandarins" 15 0 0 7500
"130" "Absent" -20.2306 -44.0942 "Small" "Mandarins" 14.5 0 0 9500
"131" "Absent" -19.79653 -44.09139 "Mini" "Mandarins" 1.82 0 0 1000
"132" "Absent" -20.2431 -44.0896 "Mini" "Mandarins" 3 0 0 1500
"133" "Absent" -20.2447 -44.0892 "Small" "Mandarins" 20.2 0 0 10000
"134" "Absent" -19.7855 -44.08583 "Mini" "Mandarins" 9.2 0 0 4600
"135" "Absent" -20.2144 -44.0858 "Small" "Mandarins" 14 0 0 7000
"136" "Absent" -20.2164 -44.0831 "Small" "Mandarins" 24.5 0 0 12250
"137" "Absent" -20.2869 -44.0825 "Mini" "Mandarins" 5.6 0 0 2800
"138" "Absent" -20.2544 -44.0808 "Small" "Mandarins" 20.4 0 0 10200
"139" "Absent" -19.73386 -44.07889 "Mini" "Mandarins" 1 0 0 600
"140" "Absent" -19.81797 -44.0775 "Mini" "Mandarins" 3.2 0 0 1600
"141" "Absent" -19.71947 -44.075 "Mini" "Mandarins" 4.54 0 0 2270
"142" "Absent" -19.71585 -44.0725 "Small" "Mandarins" 15 0 0 7500
"143" "Absent" -19.8165 -44.06444 "Mini" "Mandarins" 1 0 0 500
"144" "Absent" -19.74247 -44.06333 "Mini" "Mandarins" 1.15 0 0 600
"145" "Absent" -20.27 -44.0575 "Mini" "Mandarins" 5.5 0 0 2750
"146" "Absent" -20.29778 -44.0494 "Small" "Mandarins" 12 0 0 6000
"147" "Absent" -20.30083 -44.0489 "Mini" "Mandarins" 6 0 0 3000
"148" "Present" -20.40083 -45.1667 "Mini" "Mandarins" 1 1.58 8 507
"149" "Present" -20.30278 -44.3087 "Mini" "Mandarins" 0.5 0.4 1 251
"150" "Present" -20.59667 -44.2953 "Mini" "Mandarins" 5.6 1.96 55 2800
"151" "Present" -19.70319 -44.24778 "Mini" "Mandarins" 8.2 16.25 650 4000
"152" "Absent" -20.2964 -44.2425 "Small" "Mandarins" 15 0 0 10000
"153" "Absent" -20.30289 -44.2342 "Small" "Mandarins" 13 0 0 5800
"154" "Absent" -20.31417 -44.2045 "Mini" "Mandarins" 2.5 0 0 1500
"155" "Present" -20.3864 -44.1969 "Mini" "Mandarins" 1.8 0.42 5 1200
"156" "Absent" -20.27 -44.1964 "Small" "Mandarins" 12.5 0 0 8500
"157" "Present" -20.27364 -44.1929 "Mini" "Mandarins" 2 2.12 32 1512
"158" "Present" -20.36861 -44.1911 "Mini" "Mandarins" 4 0.6 12 2002
"159" "Absent" -20.28283 -44.191 "Mini" "Mandarins" 10 0 0 6500
"160" "Absent" -19.73636 -44.19083 "Small" "Mandarins" 11 0 0 9000
"161" "Absent" -20.3592 -44.1906 "Mini" "Mandarins" 1 0 0 500
"162" "Present" -20.39083 -44.1903 "Mini" "Mandarins" 6 7.74 253 3270
"163" "Absent" -20.23539 -44.1875 "Mini" "Mandarins" 3.5 0 0 2200
"164" "Absent" -20.25811 -44.1872 "Mini" "Mandarins" 7 0 0 4500
"165" "Absent" -20.36528 -44.1817 "Mini" "Mandarins" 2 0 0 1000
"166" "Absent" -21.82301 -44.1814 "Mini" "Mandarins" 0.6 0 0 900
"167" "Present" -20.39603 -44.1813 "Mini" "Mandarins" 5 0.33 10 3000
"168" "Present" -20.3775 -44.1803 "Mini" "Mandarins" 0.18 10 18 180
"169" "Absent" -20.3775 -44.1803 "Mini" "Mandarins" 0.06 0 0 60
"170" "Present" -20.37806 -44.1792 "Mini" "Mandarins" 1.9 3.26 28 858
"171" "Present" -20.25784 -44.1788 "Mini" "Mandarins" 4 0.35 7 2007
"172" "Present" -20.3806 -44.1767 "Small" "Mandarins" 20 0.17 17 10000
"173" "Absent" -20.28269 -44.1757 "Mini" "Mandarins" 3 0 0 2000
"174" "Present" -20.3578 -44.1736 "Mini" "Mandarins" 4 0.3 6 2000
"175" "Present" -20.375 -44.1731 "Small" "Mandarins" 20.2 0.2 20 10100
"176" "Present" -20.3794 -44.1714 "Mini" "Mandarins" 9 1.11 50 4500
"177" "Present" -20.3808 -44.1714 "Mini" "Mandarins" 10 0.4 20 5000
"178" "Present" -20.39492 -44.1713 "Mini" "Mandarins" 2.8 0.28 5 1800
"179" "Present" -20.3858 -44.1706 "Mini" "Mandarins" 10 4 200 5000
"180" "Absent" -19.72081 -44.17 "Mini" "Mandarins" 1.2 0 0 500
"181" "Present" -20.39694 -44.1697 "Mini" "Mandarins" 2 2.98 30 1008
"182" "Present" -20.41 -44.1694 "Mini" "Mandarins" 0.8 1 3 300
"183" "Present" -20.405 -44.1692 "Mini" "Mandarins" 5.2 0.12 3 2600
"184" "Present" -20.40833 -44.1689 "Mini" "Mandarins" 2 1.67 10 600
"185" "Present" -20.405 -44.1683 "Mini" "Mandarins" 4.3 32.76 709 2164
"186" "Present" -20.4011 -44.1681 "Mini" "Mandarins" 1.05 30 150 500
"187" "Present" -20.4008 -44.1681 "Mini" "Mandarins" 2 0.67 5 750
"188" "Absent" -20.4119 -44.1678 "Mini" "Mandarins" 1.5 0 0 750
"189" "Present" -20.4014 -44.1675 "Mini" "Mandarins" 2.6 0.77 10 1300
"190" "Present" -20.26589 -44.1654 "Mini" "Mandarins" 2.2 0.18 2 1100
"191" "Present" -20.26978 -44.1653 "Mini" "Mandarins" 6.9 1.2 48 4000
"192" "Present" -20.38806 -44.1636 "Mini" "Mandarins" 3 0.26 4 1563
"193" "Present" -20.27367 -44.1633 "Mini" "Mandarins" 1.4 2.53 38 1500
"194" "Present" -20.4064 -44.1592 "Medium" "Mandarins" 51.7 0.12 30 25250
"195" "Absent" -19.71464 -44.15861 "Mini" "Mandarins" 1.6 0 0 800
"196" "Present" -20.3897 -44.1572 "Small" "Mandarins" 13 0.15 10 6500
"197" "Present" -20.26403 -44.1534 "Mini" "Mandarins" 1.5 23.31 500 2145
"198" "Present" -20.26444 -44.1479 "Mini" "Mandarins" 7.5 10.58 550 5200
"199" "Present" -20.25822 -44.146 "Mini" "Mandarins" 2 0.1 1 1001
"200" "Absent" -19.73736 -44.14528 "Mini" "Mandarins" 2.5 0 0 1500
"201" "Absent" -20.26169 -44.1447 "Mini" "Mandarins" 2.4 0 0 1500
"202" "Absent" -19.75083 -44.14333 "Mini" "Mandarins" 1.5 0 0 900
"203" "Present" -19.70208 -44.14306 "Mini" "Mandarins" 4 5 100 2000
"204" "Absent" -19.73969 -44.14278 "Mini" "Mandarins" 2 0 0 1200
"205" "Present" -20.30282 -44.1422 "Mini" "Mandarins" 0.8 1.99 7 352
"206" "Present" -20.27631 -44.1413 "Small" "Mandarins" 10.8 4.2 210 5000
"207" "Absent" -20.27817 -44.1395 "Mini" "Mandarins" 1.8 0 0 500
"208" "Absent" -20.27267 -44.1377 "Mini" "Mandarins" 4.5 0 0 2000
"209" "Absent" -19.73389 -44.13639 "Mini" "Mandarins" 5.5 0 0 4500
"210" "Absent" -20.2639 -44.1344 "Mini" "Mandarins" 2 0 0 1000
"211" "Present" -20.26265 -44.1339 "Small" "Mandarins" 11.8 0.25 10 4000
"212" "Present" -20.28886 -44.1331 "Small" "Mandarins" 10.5 0.05 3 6000
"213" "Absent" -20.2544 -44.1314 "Mini" "Mandarins" 5.6 0 0 2800
"214" "Absent" -20.26264 -44.1308 "Mini" "Mandarins" 6.7 0 0 3000
"215" "Absent" -20.31056 -44.1299 "Mini" "Mandarins" 5.6 0 0 3500
"216" "Absent" -20.2625 -44.1272 "Mini" "Mandarins" 2.7 0 0 1800
"217" "Present" -20.26136 -44.1256 "Small" "Mandarins" 24.5 0.15 25 17000
"218" "Absent" -19.72606 -44.125 "Mini" "Mandarins" 3 0 0 1500
"219" "Absent" -20.28947 -44.1195 "Mini" "Mandarins" 6.5 0 0 3500
"220" "Absent" -20.27778 -44.1191 "Mini" "Mandarins" 2 0 0 700
"221" "Absent" -19.71006 -44.11833 "Mini" "Mandarins" 5 0 0 2500
"222" "Present" -20.42583 -44.0142 "Small" "Mandarins" 16 22.41 231 1031
"223" "Present" -20.26056 -44.0106 "Mini" "Mandarins" 1 0.17 1 600
"224" "Present" -20.17413 -47.0888 "Small" "Mandarins" 40 12.99 2598 20002
"225" "Present" -20.16433 -47.1167 "Small" "Mandarins" 20 13.13 1576 12000
"226" "Absent" -19.88525 -47.347 "Mini" "Acid lime" 5 0 0 1400
"227" "Absent" -19.88111 -47.4756 "Small" "Acid lime" 18 0 0 5000
"228" "Present" -19.83639 -47.51806 "Small" "Mandarins" 20 13.38 1606 12000
"229" "Present" -21.23406 -46.9854 "Small" "Sweet orange" 13 11.29 856 7584
"230" "Present" -21.22642 -46.9726 "Small" "Mandarins" 25 4.01 540 13474
"231" "Present" -21.14147 -46.9623 "Small" "Sweet orange" 47.5 9.95 3149 31653
"232" "Present" -21.15269 -46.8303 "Mini" "Sweet orange" 10 1.25 25 2008
"233" "Present" -21.14122 -46.8292 "Mini" "Sweet orange" 4 6.85 114 1664
"234" "Present" -21.14106 -46.8228 "Medium" "Sweet orange" 71 5.48 1785 32551
"235" "Present" -21.30264 -46.9498 "Small" "Sweet orange" 14.4 1.06 80 7580
"236" "Absent" -20.14469 -48.9378 "Small" "Sweet orange" 42.48 0 1 26801
"237" "Absent" -20.14011 -48.8491 "Mini" "Sweet orange" 8.5 0 0 2200
"238" "Absent" -20.13497 -48.8039 "Small" "Sweet orange" 25 0 0 10000
"239" "Absent" -20.13172 -49.137 "Small" "Sweet orange" 34 0 0 12000
"240" "Absent" -20.12989 -48.9332 "Large" "Sweet orange" 309.96 0 0 90943
"241" "Present" -20.12293 -48.8029 "Large" "Sweet orange" 1417.65 0.69 3985 575055
"242" "Present" -20.11564 -49.1248 "Large" "Sweet orange" 267.44 1.04 1408 135627
"243" "Present" -20.09991 -48.9598 "Medium" "Sweet orange" 180.59 0.98 603 61408
"244" "Present" -20.08356 -49.0748 "Large" "Sweet orange" 301.32 1.78 1707 95651
"245" "Absent" -20.08058 -49.0748 "Mini" "Sweet orange" 8.5 0 0 3000
"246" "Absent" -20.07289 -48.7871 "Small" "Sweet orange" 24 0 0 8500
"247" "Present" -20.07 -48.77 "Large" "Sweet orange" 409.68 0.15 358 245739
"248" "Absent" -20.06842 -48.8986 "Mini" "Sweet orange" 7.57 0 0 3921
"249" "Absent" -20.06 -48.83 "Small" "Sweet orange" 21 0 0 10000
"250" "Present" -20.04247 -48.8916 "Medium" "Sweet orange" 85.69 0.47 234 49707
"251" "Absent" -20.04214 -48.881 "Small" "Sweet orange" 12 0 0 3500
"252" "Absent" -20.03689 -49.0841 "Small" "Sweet orange" 30 0 0 10500
"253" "Absent" -20.02789 -49.0091 "Small" "Sweet orange" 27 0 0 12000
"254" "Absent" -20.02694 -48.9936 "Mini" "Sweet orange" 3.5 0 0 1300
"255" "Absent" -20.00147 -49.0543 "Small" "Sweet orange" 11 0 0 5400
"256" "Present" -19.99035 -48.9119 "Medium" "Sweet orange" 119.51 0.01 5 46946
"257" "Present" -19.99035 -48.9119 "Medium" "Sweet orange" 119.51 0.33 157 47098
"258" "Absent" -19.9903 -48.9117 "Medium" "Sweet orange" 119.51 0 0 46941
"259" "Absent" -19.97462 -49.011 "Small" "Sweet orange" 13.33 0 0 4360
"260" "Absent" -19.97124 -49.0106 "Small" "Sweet orange" 21.88 0 0 9347
"261" "Absent" -19.9711 -49.0106 "Small" "Sweet orange" 21.88 0 0 9347
"262" "Absent" -19.9685 -48.8531 "Mini" "Sweet orange" 5 0 0 2500
"263" "Present" -19.92238 -48.8557 "Large" "Sweet orange" 1439.24 0.53 2907 549645
"264" "Absent" -19.91806 -48.9503 "Small" "Sweet orange" 16 0 0 5700
"265" "Absent" -18.94835 -48.99 "Small" "Sweet orange" 15.01 0 0 8000
"266" "Present" -21.05011 -46.8645 "Medium" "Acid lime" 143.5 6.6 5324 80689
"267" "Present" -21.04225 -46.7678 "Small" "Mandarins" 10.5 8.33 500 6000
"268" "Present" -20.92493 -46.7995 "Medium" "Sweet orange" 170.84 6 4908 81816
"269" "Present" -20.91217 -46.7122 "Small" "Sweet orange" 20.5 0.55 36 6536
"270" "Present" -21.29558 -46.7798 "Small" "Sweet orange" 17.32 0.09 10 11171
"271" "Absent" -21.34364 -46.61647 "Small" "Acid lime" 15 0 0 4500
"272" "Absent" -21.37781 -46.75712 "Mini" "Mandarins" 2 0 0 1000
"273" "Absent" -21.34106 -46.74 "Mini" "Mandarins" 2 0 0 1500
"274" "Present" -21.28631 -46.7356 "Small" "Mandarins" 13.2 1.94 101 5217
"275" "Absent" -21.33308 -46.7136 "Mini" "Sweet orange" 5 0 0 2000
"276" "Absent" -21.33236 -46.7133 "Mini" "Sweet orange" 2.2 0 0 1477
"277" "Present" -21.37635 -46.7086 "Mini" "Mandarins" 1.7 20.98 150 715
"278" "Absent" -21.32 -46.7079 "Small" "Acid lime" 27 0 0 7000
"279" "Present" -21.33441 -46.69177 "Mini" "Mandarins" 3.2 15.41 291 1888
"280" "Present" -21.32461 -46.6884 "Mini" "Acid lime" 2.2 30.13 615 2041
"281" "Present" -20.67539 -46.68833 "Mini" "Acid lime" 2.2 1.06 15 1411
"282" "Absent" -21.27567 -46.6781 "Mini" "Mandarins" 5 0 0 2500
"283" "Present" -21.28889 -46.6775 "Mini" "Mandarins" 2 3.43 32 932
"284" "Present" -21.23794 -46.3559 "Mini" "Sweet orange" 4 100 1998 1998
"285" "Absent" -20.44556 -44.9981 "Mini" "Mandarins" 4.4 0 0 2200
"286" "Absent" -20.42317 -44.9969 "Small" "Mandarins" 35.4 0 0 11700
"287" "Absent" -20.44403 -44.9968 "Mini" "Mandarins" 3.04 0 0 1700
"288" "Absent" -20.44344 -44.9852 "Mini" "Mandarins" 1.6 0 0 800
"289" "Absent" -20.4433 -44.985 "Mini" "Mandarins" 0.84 0 0 700
"290" "Present" -20.44333 -44.9839 "Mini" "Mandarins" 4 0.45 9 2000
"291" "Absent" -20.44056 -44.9806 "Small" "Mandarins" 22 0 0 11000
"292" "Absent" -20.4411 -44.9806 "Small" "Mandarins" 15 0 0 7400
"293" "Absent" -19.59561 -44.95222 "Mini" "Mandarins" 5.66 0 0 2830
"294" "Absent" -20.48306 -44.2631 "Mini" "Mandarins" 9.4 0 0 4700
"295" "Present" -20.4939 -44.19 "Mini" "Mandarins" 4 0.35 7 2000
"296" "Present" -20.45444 -44.1733 "Medium" "Mandarins" 100 0.03 14 50002
"297" "Present" -19.54322 -44.17111 "Small" "Mandarins" 40 0.08 15 20000
"298" "Absent" -20.4542 -44.1697 "Small" "Mandarins" 15 0 0 7500
"299" "Present" -20.38194 -44.1697 "Small" "Mandarins" 16 0.84 68 8060
"300" "Absent" -19.55167 -44.16806 "Mini" "Mandarins" 9 0 0 3000
"301" "Present" -19.51408 -44.16528 "Small" "Mandarins" 26.5 0.15 20 13250
"302" "Absent" -20.45456 -44.1629 "Medium" "Mandarins" 70 0 0 35000
"303" "Absent" -19.53692 -44.16278 "Mini" "Mandarins" 5 0 0 2100
"304" "Absent" -20.5083 -44.1581 "Mini" "Mandarins" 8.2 0 0 4100
"305" "Present" -19.59531 -44.15694 "Small" "Mandarins" 11.8 2.54 150 5900
"306" "Present" -20.3653 -44.1522 "Small" "Mandarins" 50 0.04 10 25000
"307" "Present" -20.36528 -44.1522 "Small" "Mandarins" 12 0.15 9 6008
"308" "Present" -20.3911 -44.1519 "Mini" "Mandarins" 4 0.5 10 2000
"309" "Absent" -20.50871 -44.151 "Mini" "Mandarins" 8.2 0 0 4100
"310" "Present" -19.64578 -44.14972 "Small" "Mandarins" 10.2 0.29 15 5100
"311" "Present" -20.42083 -44.1497 "Small" "Mandarins" 34 0.18 30 17010
"312" "Present" -20.39111 -44.1494 "Small" "Mandarins" 12 3.23 200 6200
"313" "Present" -20.44481 -44.1487 "Mini" "Mandarins" 10 0.04 2 5000
"314" "Present" -20.37083 -44.1486 "Small" "Mandarins" 34 2.05 350 17050
"315" "Present" -19.55386 -44.1475 "Small" "Mandarins" 44 0.01 2 22000
"316" "Present" -19.60011 -44.14639 "Mini" "Mandarins" 4 3 60 2000
"317" "Present" -19.60011 -44.14639 "Mini" "Mandarins" 5.35 3.89 104 2675
"318" "Present" -20.44333 -44.1456 "Small" "Mandarins" 35 0.02 5 20005
"319" "Absent" -19.57861 -44.145 "Small" "Mandarins" 18.4 0 0 9200
"320" "Absent" -19.50683 -44.14472 "Mini" "Mandarins" 8 0 0 4000
"321" "Present" -20.3928 -44.1444 "Small" "Mandarins" 12 2 120 6000
"322" "Absent" -20.41667 -44.1425 "Mini" "Mandarins" 8 0 0 4000
"323" "Absent" -20.4425 -44.1422 "Mini" "Mandarins" 6 0 0 3000
